N,P,K,temperature,humidity,ph,rainfall,label
22.9,43.7,35.4,27.74,84.16,6.93,25.76,mungbean
17.9,77.0,18.0,30.36,73.62,6.43,34.23,lentil
35.7,53.9,74.0,17.15,16.76,7.57,83.38,chickpea
28.1,136.4,210.0,21.07,91.4,6.13,71.23,apple
36.9,61.2,18.7,29.35,72.61,7.0,37.26,blackgram
73.7,26.3,42.4,24.09,79.92,6.82,262.28,rice
125.9,19.9,67.3,26.68,92.82,5.87,31.11,muskmelon
82.6,34.2,25.9,25.89,77.75,7.1,204.31,rice
110.3,47.4,29.0,25.79,74.52,6.9,62.43,cotton
122.3,20.5,24.3,24.31,64.7,6.98,175.64,coffee
25.3,10.7,33.5,26.22,95.93,6.5,162.69,coconut
44.2,54.3,61.4,26.95,96.61,7.11,135.59,papaya
14.9,17.5,37.6,31.66,51.59,5.22,83.05,mango
99.0,17.4,48.6,25.28,92.62,6.28,35.36,muskmelon
20.4,132.6,210.0,23.75,90.45,6.16,118.95,apple
47.2,54.9,59.2,29.48,89.4,6.05,170.69,papaya
29.6,11.5,14.8,26.56,90.0,6.71,82.01,orange
83.2,27.1,56.7,29.03,89.48,6.27,18.79,muskmelon
23.0,49.8,25.2,29.2,52.08,7.21,60.97,mothbeans
79.5,47.1,48.3,23.33,87.84,6.26,228.15,rice
27.9,9.4,6.3,20.25,89.57,7.11,119.75,orange
95.3,28.0,25.1,24.91,69.28,6.89,159.44,coffee
9.9,34.0,15.7,32.96,42.32,6.75,132.55,pigeonpeas
24.3,150.0,196.3,24.69,89.44,6.05,102.27,apple
94.8,22.0,46.1,19.56,83.63,6.87,37.46,watermelon
126.5,33.3,22.0,24.49,47.0,7.04,187.91,coffee
16.1,17.0,48.5,22.29,92.34,5.98,89.68,pomegranate
52.6,69.7,43.3,31.07,91.68,6.35,125.55,papaya
82.3,19.1,47.8,28.32,85.06,5.76,42.43,watermelon
105.2,11.1,54.8,24.83,86.48,6.55,31.75,watermelon
17.6,63.2,9.3,18.63,12.8,5.0,135.07,kidneybeans
26.2,44.3,18.7,30.37,90.24,7.24,45.42,mungbean
74.8,48.1,35.2,23.82,73.74,7.73,135.28,jute
44.2,53.8,43.8,34.08,91.5,6.32,139.6,papaya
21.4,143.4,183.6,22.67,81.25,6.55,71.44,grapes
17.9,10.7,16.0,26.45,92.44,6.4,133.26,orange
64.6,49.9,49.4,32.11,87.53,6.59,181.65,papaya
12.0,49.9,23.3,27.82,84.01,6.11,68.98,mungbean
18.4,42.2,28.2,28.27,78.65,5.82,77.27,mungbean
60.0,33.3,35.9,22.95,77.95,6.66,176.18,jute
24.8,24.6,30.3,28.43,94.29,5.77,135.25,coconut
85.9,44.4,33.3,24.39,86.19,6.73,165.17,jute
81.6,45.0,45.9,27.24,81.11,6.81,212.11,jute
79.6,11.3,40.3,24.16,82.13,5.34,44.62,watermelon
89.9,37.8,15.0,25.89,52.06,5.6,73.45,maize
16.0,26.8,36.5,33.81,18.62,6.2,113.44,mango
55.4,21.4,59.1,25.95,84.92,6.57,33.11,watermelon
81.0,25.7,35.5,26.73,82.15,6.04,41.56,watermelon
11.1,39.5,23.0,28.11,58.16,6.52,50.13,mothbeans
15.8,34.0,23.7,23.61,86.95,6.45,44.99,mungbean
87.9,45.8,40.3,25.57,89.04,7.36,148.51,jute
109.5,18.1,54.5,25.33,83.45,6.57,58.37,watermelon
25.3,124.9,169.5,23.14,89.7,6.26,132.81,apple
11.8,39.3,31.7,27.29,55.33,6.29,38.97,mothbeans
128.6,49.9,26.2,20.83,82.68,6.95,103.65,cotton
56.8,63.2,13.4,28.98,64.23,7.64,72.02,blackgram
46.7,57.3,15.5,31.45,68.06,6.95,54.14,blackgram
23.6,79.9,27.3,20.28,17.54,5.99,132.99,kidneybeans
98.0,18.8,41.4,25.59,85.91,6.69,56.24,watermelon
51.6,66.0,53.2,28.04,85.52,7.06,143.61,papaya
20.1,24.7,31.4,31.79,55.63,5.8,78.05,mango
74.6,46.4,14.0,20.69,55.53,5.32,122.49,maize
24.4,49.5,29.4,26.95,91.46,6.63,66.88,mungbean
109.0,17.1,62.6,28.66,93.87,6.52,23.3,muskmelon
100.0,68.7,58.8,29.12,86.4,6.64,103.94,banana
62.7,32.6,56.3,24.85,79.04,6.0,225.6,rice
104.3,51.4,19.2,22.17,80.73,6.69,74.49,cotton
119.5,15.1,50.2,27.23,86.95,6.06,24.85,muskmelon
20.5,60.7,16.4,22.9,66.67,6.81,48.34,lentil
25.6,23.2,50.6,18.8,86.37,6.85,80.71,pomegranate
13.3,70.6,22.8,24.82,60.35,6.65,57.82,lentil
29.3,143.6,210.0,24.08,92.46,5.92,96.9,apple
88.4,24.3,37.3,23.69,81.92,6.62,58.76,watermelon
63.9,49.9,46.7,30.37,90.92,6.3,142.39,papaya
82.6,52.9,46.6,22.5,84.72,7.07,223.66,rice
18.6,132.2,210.0,21.07,84.0,5.39,66.47,grapes
109.4,29.3,24.6,26.85,77.96,6.96,67.42,cotton
20.1,150.0,201.9,23.31,92.74,5.96,93.76,apple
19.8,127.4,189.4,26.04,75.34,6.54,77.87,grapes
106.5,16.2,50.1,22.99,88.14,6.4,65.74,watermelon
13.2,44.8,29.0,28.04,49.14,6.59,47.85,mothbeans
14.0,16.0,42.9,19.04,89.59,6.09,111.0,pomegranate
71.0,50.2,35.6,26.38,82.24,6.42,201.65,rice
23.7,54.9,10.9,16.48,21.56,5.87,86.92,kidneybeans
18.2,124.5,150.2,21.59,86.86,6.13,89.48,grapes
104.5,16.5,42.4,30.01,90.33,6.61,30.27,muskmelon
30.8,54.6,22.4,27.51,39.14,5.84,155.54,pigeonpeas
87.0,59.4,49.0,27.97,81.91,5.31,84.47,banana
93.2,88.9,65.2,27.27,85.48,6.31,101.23,banana
43.7,49.7,65.4,30.39,93.6,6.57,133.77,papaya
79.4,92.2,70.5,27.94,79.1,5.5,75.11,banana
85.1,24.4,19.8,19.8,61.01,6.66,114.34,maize
28.1,44.3,25.2,25.56,49.75,5.09,178.19,pigeonpeas
22.9,65.0,17.0,28.13,50.41,5.37,134.81,pigeonpeas
29.1,139.8,210.0,18.72,93.45,5.81,120.25,apple
90.4,87.3,49.3,27.13,79.11,6.1,124.91,banana
11.4,19.1,17.2,21.26,91.74,6.31,110.98,pomegranate
23.0,49.2,16.2,25.62,81.27,7.01,48.29,mungbean
13.3,61.4,19.0,29.29,97.5,6.38,34.97,mungbean
120.1,46.6,18.5,23.45,76.84,6.23,80.14,cotton
85.0,42.4,48.1,26.95,87.03,6.48,217.77,rice
28.1,48.4,27.7,28.49,57.74,6.21,68.8,mothbeans
18.7,23.1,31.0,19.3,87.06,7.09,114.13,pomegranate
21.1,108.9,174.5,25.09,100.0,6.42,127.14,apple
20.3,83.0,21.7,30.63,65.47,5.03,182.1,pigeonpeas
96.1,93.9,58.8,23.69,83.31,6.45,74.4,banana
22.2,23.3,36.0,30.04,63.41,6.63,89.9,mango
112.7,42.9,23.5,26.41,84.78,7.25,89.02,cotton
43.9,52.8,28.2,28.89,65.75,6.38,55.64,blackgram
89.0,47.4,43.9,27.61,77.76,6.41,210.06,jute
105.0,64.8,51.5,28.53,80.51,6.26,111.84,banana
43.9,61.8,19.6,24.13,61.7,7.13,57.2,blackgram
79.8,85.5,42.0,28.18,78.8,5.23,95.84,banana
55.6,47.2,62.2,36.97,93.51,6.98,169.06,papaya
124.0,20.7,6.0,24.53,67.2,6.65,180.58,coffee
100.0,20.6,53.3,27.17,98.17,6.7,24.03,muskmelon
68.2,53.7,44.9,25.06,72.03,6.13,146.0,jute
14.0,14.8,28.7,20.78,88.08,6.62,159.67,pomegranate
37.1,58.2,52.0,30.32,89.8,6.67,118.0,papaya
16.2,50.8,19.4,26.4,58.85,6.55,34.52,mothbeans
18.3,72.2,16.2,24.1,67.32,6.77,55.04,lentil
18.8,31.4,26.5,29.31,76.64,6.13,53.91,mungbean
96.1,30.2,27.1,23.35,61.12,7.04,148.2,coffee
89.6,13.5,48.4,24.69,83.93,7.0,25.64,watermelon
19.5,42.5,24.5,25.43,36.18,6.18,111.74,pigeonpeas
85.4,50.6,46.0,23.92,92.38,5.95,204.52,rice
69.8,28.1,46.8,24.59,71.17,6.41,118.81,coffee
91.0,88.5,30.5,27.09,86.1,6.51,69.64,banana
44.2,77.1,3.7,31.75,65.81,6.99,82.04,blackgram
11.3,35.6,33.8,29.05,56.58,5.72,78.43,mango
111.3,26.9,17.7,25.25,46.26,6.33,185.59,coffee
109.5,25.9,29.8,21.49,59.22,6.44,156.1,coffee
77.3,42.1,18.5,21.33,53.64,6.8,68.56,maize
19.3,49.9,15.4,29.95,80.1,7.38,23.65,mungbean
44.4,59.9,89.4,21.15,19.69,7.79,51.2,chickpea
103.7,35.1,35.3,24.56,78.77,6.09,220.55,rice
43.1,63.5,31.3,28.59,68.59,6.48,47.0,blackgram
115.4,9.9,44.0,27.86,93.72,6.28,23.61,muskmelon
12.7,51.4,27.9,26.58,84.2,6.35,51.08,mungbean
28.0,55.0,27.7,29.07,62.2,7.33,78.54,blackgram
17.3,63.9,23.2,15.17,22.8,6.01,118.58,kidneybeans
74.1,34.3,31.0,23.23,59.1,5.92,61.23,maize
90.2,47.0,33.1,21.05,72.57,6.31,80.35,maize
13.2,76.9,25.0,17.83,24.04,5.23,74.09,kidneybeans
19.5,56.7,20.2,30.0,43.8,5.6,122.53,pigeonpeas
23.2,105.0,193.0,23.34,82.71,5.81,62.09,grapes
14.3,21.0,34.9,26.67,82.5,6.58,81.4,pomegranate
108.8,79.1,55.4,27.16,83.57,6.12,118.07,banana
64.1,45.7,32.3,24.63,81.21,6.96,211.39,jute
21.0,11.3,46.0,23.93,92.7,6.24,161.97,pomegranate
71.5,48.9,36.8,26.31,80.15,6.73,188.6,jute
36.2,61.5,46.8,36.12,90.8,6.42,133.75,papaya
25.3,122.6,210.0,20.68,91.82,6.27,97.06,apple
19.7,149.1,210.0,22.7,89.4,5.66,98.84,apple
88.9,11.6,49.0,29.3,80.59,6.59,61.27,watermelon
59.7,26.8,30.4,22.78,65.16,7.5,147.33,coffee
41.2,68.1,40.8,30.69,88.9,6.44,137.03,papaya
74.6,44.2,39.5,28.27,77.73,6.55,210.8,jute
66.4,44.3,38.6,25.59,76.08,7.04,175.05,jute
38.6,64.2,71.8,22.34,10.68,6.62,79.32,chickpea
16.2,49.4,28.9,16.68,13.13,5.79,74.02,kidneybeans
21.7,19.7,5.0,22.33,91.79,6.83,121.03,orange
23.6,136.7,200.2,28.67,77.29,6.03,64.38,grapes
23.1,37.4,20.6,29.28,85.76,7.26,51.6,mungbean
95.2,41.3,30.2,25.77,77.37,6.98,92.68,cotton
94.1,18.8,57.1,28.1,93.47,5.68,15.0,muskmelon
23.1,31.7,33.2,30.42,48.93,5.72,72.91,mango
117.5,84.0,42.3,24.41,78.51,6.33,76.56,banana
7.5,99.1,187.0,22.28,80.05,5.83,46.4,grapes
93.7,50.2,51.6,24.92,71.81,6.3,226.66,rice
10.3,27.5,41.1,29.06,41.88,6.12,97.49,mango
99.4,21.8,34.5,21.85,62.18,7.05,173.98,coffee
13.3,42.9,15.2,27.44,85.97,6.4,49.76,mungbean
73.9,52.1,38.1,25.49,82.79,6.34,180.27,jute
95.5,47.8,43.6,24.83,78.74,7.43,238.65,rice
47.7,61.0,58.6,30.92,87.45,6.64,185.6,papaya
85.2,99.5,59.1,27.24,81.19,6.7,68.14,banana
22.0,150.0,178.3,25.35,95.46,5.91,135.48,apple
92.1,12.0,49.4,28.96,90.76,5.82,23.33,muskmelon
87.2,82.2,53.3,22.97,82.57,5.31,103.72,banana
116.9,38.5,38.4,27.42,83.67,6.56,196.97,rice
67.4,64.0,45.0,26.07,77.08,6.62,160.96,jute
20.6,59.9,29.5,23.55,64.7,6.38,41.59,lentil
27.1,53.7,22.1,28.82,41.69,6.62,130.53,pigeonpeas
106.5,15.0,52.9,28.52,89.48,5.76,28.19,muskmelon
14.9,67.0,26.2,27.93,56.17,6.7,55.7,lentil
14.5,18.7,34.5,20.75,91.74,6.05,121.53,pomegranate
19.2,36.3,26.6,32.56,45.27,5.96,55.46,mango
18.7,56.0,20.2,28.68,37.77,6.33,148.42,pigeonpeas
20.5,38.8,22.9,28.64,86.37,6.19,75.03,mungbean
84.7,41.8,32.9,24.46,81.05,6.69,249.48,rice
6.2,72.3,21.3,25.64,76.8,6.86,48.12,lentil
11.1,107.4,210.0,21.37,84.63,5.9,69.82,grapes
20.4,16.1,29.1,27.53,95.06,5.59,202.49,coconut
48.7,49.7,80.9,15.34,17.89,7.57,83.95,chickpea
15.2,56.5,25.7,17.53,21.9,6.06,140.22,kidneybeans
28.0,32.9,26.2,27.43,46.3,5.37,96.27,mango
18.4,118.6,210.0,24.41,83.24,5.77,91.29,grapes
25.6,52.7,19.6,29.06,53.78,6.54,85.88,mothbeans
107.8,48.5,25.6,25.23,81.75,7.01,179.45,rice
29.0,20.6,40.6,29.73,40.68,5.89,84.93,mango
19.0,46.3,26.2,29.07,88.77,5.57,38.19,mungbean
42.5,47.3,17.8,26.41,63.11,6.63,89.43,blackgram
19.2,21.8,11.6,26.39,94.21,6.49,107.46,orange
86.6,34.5,14.0,23.25,57.85,5.97,96.77,maize
11.4,17.9,6.6,21.27,93.85,7.15,124.52,orange
22.7,25.3,41.1,24.83,88.67,6.12,125.55,pomegranate
57.4,51.9,80.0,15.46,12.4,7.09,74.19,chickpea
20.9,62.3,13.3,22.14,62.84,5.9,150.32,pigeonpeas
9.4,27.7,25.4,31.57,52.59,5.68,96.3,mango
16.2,15.5,43.4,18.28,87.48,7.1,111.03,pomegranate
46.0,64.9,61.9,31.7,90.54,6.84,165.67,papaya
39.3,56.7,82.8,19.15,17.62,6.92,94.52,chickpea
85.0,48.8,11.6,22.56,70.47,6.4,82.66,maize
41.5,52.1,59.0,27.0,94.63,6.93,165.12,papaya
52.2,50.3,68.9,35.48,92.67,6.65,140.26,papaya
22.1,17.8,38.2,23.42,93.7,6.65,146.23,pomegranate
21.9,71.4,15.1,24.76,60.07,7.26,56.19,blackgram
14.0,68.9,16.1,24.41,66.69,7.37,55.31,lentil
12.2,53.4,12.1,23.75,66.34,7.08,27.69,lentil
87.5,12.8,19.5,27.04,55.91,6.34,177.85,coffee
106.9,37.2,22.9,27.92,42.27,6.52,69.81,maize
52.6,56.4,72.4,33.25,91.61,6.7,188.55,papaya
125.1,14.4,54.9,28.62,90.06,6.99,15.0,muskmelon
19.5,60.7,22.6,22.57,59.88,7.32,39.29,lentil
50.7,55.4,47.7,24.87,94.99,6.4,162.5,papaya
22.8,13.9,24.3,29.24,92.19,6.58,231.02,coconut
77.5,33.5,29.5,28.02,57.65,7.23,95.98,maize
118.8,29.7,33.9,25.73,62.61,6.11,160.06,coffee
74.2,41.8,38.8,23.04,74.62,6.29,135.9,jute
97.5,71.8,51.8,28.16,78.45,5.12,105.28,banana
17.4,150.0,210.0,19.74,92.33,6.26,100.79,apple
70.9,48.5,35.4,25.32,83.8,6.35,169.63,jute
17.9,142.2,199.0,20.34,78.32,6.18,78.25,grapes
96.8,21.5,49.2,26.62,84.91,6.07,36.65,watermelon
20.7,15.9,10.4,21.38,87.78,6.8,116.11,orange
32.9,60.7,22.7,29.21,69.86,6.82,62.1,blackgram
110.8,39.8,26.2,19.6,90.4,6.29,57.94,cotton
41.9,62.3,18.4,29.35,60.81,7.2,51.05,blackgram
110.0,37.7,28.7,22.0,79.25,7.12,80.24,cotton
37.5,44.3,98.0,14.2,10.0,7.21,124.24,chickpea
26.3,25.5,29.8,25.22,90.14,5.86,202.8,coconut
106.2,37.6,28.8,24.17,31.31,6.69,149.91,coffee
110.3,8.1,57.6,23.19,84.07,6.61,63.58,watermelon
22.6,46.3,17.9,19.88,19.45,5.89,143.82,kidneybeans
111.5,11.0,41.9,25.38,86.06,6.15,20.66,muskmelon
20.4,150.0,206.5,19.93,86.45,5.95,111.7,apple
42.6,44.9,82.4,19.46,20.56,6.91,75.93,chickpea
102.4,57.6,47.7,25.93,78.2,6.91,175.99,jute
53.2,48.6,20.1,30.73,57.91,6.86,82.96,blackgram
20.8,14.4,39.7,25.67,95.28,5.78,153.61,coconut
34.8,56.9,91.9,19.12,10.0,7.57,68.21,chickpea
15.1,137.8,177.5,28.19,80.93,5.17,95.58,grapes
86.5,25.1,41.9,24.03,74.89,6.69,200.94,coffee
74.5,43.3,39.6,24.6,83.31,6.79,148.4,jute
17.4,23.5,26.5,29.75,60.16,5.97,111.91,mango
12.8,93.3,18.7,24.16,57.38,6.35,60.85,lentil
17.4,101.3,204.0,21.53,77.55,6.27,63.1,grapes
26.0,49.3,14.2,26.87,57.15,6.56,32.03,mothbeans
34.9,67.4,10.2,29.21,58.97,7.56,51.81,blackgram
22.8,50.9,18.8,18.35,20.63,5.66,117.06,kidneybeans
19.3,62.3,34.9,27.12,55.68,6.15,142.57,pigeonpeas
21.4,64.3,24.7,24.93,64.12,6.8,37.99,lentil
25.4,56.5,25.1,27.03,93.58,5.99,42.33,mungbean
10.2,87.3,17.6,24.31,63.78,7.24,31.83,lentil
108.3,29.2,31.5,22.28,63.79,6.47,161.89,coffee
76.7,18.3,54.3,23.58,85.94,6.89,17.76,muskmelon
27.1,20.6,24.0,27.36,96.82,5.73,187.93,coconut
21.0,18.3,7.3,17.54,86.52,6.47,116.68,orange
22.7,35.1,19.6,32.17,85.47,6.62,38.21,mungbean
21.9,29.5,37.0,28.38,41.85,6.05,86.18,mango
15.4,42.9,17.9,25.93,78.26,6.66,35.5,mungbean
24.7,35.5,34.7,25.51,47.4,5.26,73.59,mango
110.9,27.2,57.9,28.63,88.11,6.32,24.99,muskmelon
105.7,30.4,42.4,28.42,64.99,6.6,169.04,coffee
13.8,70.5,24.3,23.49,61.24,6.81,47.06,lentil
15.8,23.8,8.7,21.86,89.34,7.31,119.17,orange
12.2,72.5,22.7,24.3,70.8,6.14,46.02,lentil
17.6,25.5,23.6,27.54,54.03,5.79,90.67,mango
25.7,142.2,210.0,26.2,99.32,5.69,130.18,apple
22.1,2.3,25.8,30.77,96.45,5.56,144.39,coconut
17.2,16.8,13.8,24.71,87.71,6.83,112.76,orange
84.3,33.2,28.2,20.89,55.49,5.94,91.34,maize
41.3,75.3,19.1,30.75,66.84,7.08,53.95,blackgram
25.6,20.0,26.5,24.2,99.29,5.48,158.29,coconut
8.4,37.5,35.8,37.0,40.74,5.75,59.48,mango
19.4,86.1,25.8,25.87,65.09,6.71,51.53,lentil
34.0,54.6,107.6,17.15,11.66,6.72,84.92,chickpea
26.3,66.1,17.8,23.87,61.14,6.68,42.26,lentil
10.0,137.7,175.1,25.53,77.26,6.03,78.87,grapes
27.0,41.0,23.0,27.44,58.38,6.37,23.07,mothbeans
18.7,42.6,10.9,22.94,89.76,6.78,41.02,mungbean
80.0,14.3,45.4,26.46,84.04,6.59,30.29,watermelon
13.0,67.9,12.7,25.9,64.93,6.72,71.34,lentil
111.1,82.1,61.9,26.45,81.13,5.43,116.51,banana
25.0,15.0,28.7,25.3,93.76,5.5,150.94,coconut
83.0,47.9,28.0,19.44,64.28,6.13,94.01,maize
90.6,51.7,19.2,22.13,65.15,5.93,116.35,maize
19.2,18.8,20.2,24.8,93.56,4.76,220.83,coconut
27.0,135.2,207.4,19.96,95.16,6.95,105.04,apple
123.0,60.2,21.9,24.77,82.44,6.32,97.86,cotton
119.7,57.7,26.3,24.05,89.09,6.33,63.97,cotton
32.1,14.8,31.8,20.38,93.53,5.6,160.33,coconut
81.0,28.9,7.6,18.69,75.01,7.15,201.26,rice
9.5,30.2,25.0,23.92,49.8,7.46,68.82,mothbeans
16.2,29.6,42.6,18.49,91.36,6.01,90.19,pomegranate
71.4,48.1,31.7,25.81,73.76,6.78,172.88,jute
39.3,55.8,14.7,30.85,64.98,7.45,74.86,blackgram
125.0,19.6,77.1,24.32,83.7,6.26,35.9,watermelon
73.0,29.5,27.4,24.06,81.96,6.66,225.88,rice
22.5,1.2,6.3,21.89,83.14,6.65,106.29,orange
82.1,46.9,40.1,26.22,81.02,6.85,192.95,jute
26.9,129.2,170.4,21.89,90.25,5.64,153.08,apple
103.5,70.3,62.7,26.33,80.41,6.26,78.75,banana
21.2,32.2,16.1,29.38,84.68,6.17,45.15,mungbean
31.2,47.6,25.1,30.55,64.26,6.84,38.9,mothbeans
22.5,19.0,13.6,19.59,86.0,6.87,118.76,orange
93.4,12.1,61.6,31.21,90.35,6.26,16.16,muskmelon
72.0,25.7,18.4,28.25,67.8,6.21,79.42,maize
28.0,54.5,21.3,31.32,69.1,6.97,74.33,blackgram
27.2,54.1,76.9,18.21,10.0,7.75,68.5,chickpea
34.2,58.6,55.0,38.11,89.92,6.77,138.41,papaya
127.5,16.7,56.8,26.27,77.75,6.33,62.81,watermelon
129.8,88.1,48.6,27.87,82.67,6.45,82.58,banana
103.9,26.7,33.4,23.78,64.33,6.46,138.81,coffee
54.1,35.8,24.8,29.38,89.62,7.38,250.87,rice
40.3,51.4,22.4,32.18,62.1,7.0,68.49,blackgram
72.5,33.3,17.8,22.7,70.42,5.4,84.09,maize
21.4,128.9,176.6,24.87,95.71,5.68,132.07,apple
43.2,73.2,61.7,34.31,93.35,6.73,158.61,papaya
14.6,18.5,43.1,15.56,84.21,6.32,109.85,pomegranate
127.8,41.1,26.8,24.68,85.58,6.86,67.08,cotton
78.8,21.0,36.7,28.61,91.77,5.78,18.2,muskmelon
32.9,56.8,23.5,27.5,67.64,7.53,58.18,blackgram
23.0,52.0,18.0,27.36,55.6,4.76,143.93,pigeonpeas
32.6,110.9,210.0,25.12,81.97,6.37,44.42,grapes
7.4,70.1,33.8,28.33,46.08,4.8,110.86,pigeonpeas
84.2,55.7,28.1,23.43,64.48,6.14,81.93,maize
76.7,92.5,51.5,24.3,78.57,5.44,133.28,banana
42.9,69.7,78.1,17.64,14.75,7.58,68.24,chickpea
44.3,70.4,21.7,35.95,65.23,7.01,84.09,blackgram
55.0,51.1,42.5,23.41,78.48,6.56,176.58,jute
11.5,14.9,6.8,22.28,90.43,7.23,140.16,orange
79.7,42.3,35.9,22.37,77.08,6.98,152.51,jute
17.4,17.1,39.5,19.11,87.21,4.87,67.8,pomegranate
21.6,130.5,187.5,25.95,95.44,6.27,120.36,apple
26.6,59.6,22.0,31.56,42.11,6.2,156.09,pigeonpeas
72.2,58.0,39.2,28.03,58.63,6.14,102.38,maize
30.6,73.3,8.4,17.02,19.42,5.91,127.75,kidneybeans
40.3,72.2,33.8,28.03,56.7,7.02,78.73,blackgram
20.5,150.0,202.3,20.53,92.98,5.97,121.32,apple
25.6,52.4,16.0,14.9,17.98,5.2,62.43,kidneybeans
106.1,15.0,45.4,26.28,84.89,6.53,17.42,muskmelon
19.2,131.0,210.0,18.92,93.45,6.0,131.84,apple
17.5,133.5,200.3,23.84,81.17,6.64,73.64,grapes
27.3,112.0,169.5,24.23,80.52,6.85,74.27,grapes
19.4,85.1,24.9,26.16,41.24,4.38,131.33,pigeonpeas
109.4,77.1,61.4,24.62,83.92,6.1,118.63,banana
10.5,53.0,23.6,16.66,11.05,6.04,100.69,kidneybeans
20.1,51.8,25.6,25.61,45.2,6.28,195.34,pigeonpeas
81.3,55.3,25.3,26.65,78.85,6.65,163.52,jute
16.2,138.3,201.4,16.24,91.5,6.51,130.77,apple
111.7,41.7,19.1,20.38,71.33,6.7,72.5,cotton
95.7,21.9,51.3,25.73,80.1,6.45,65.93,watermelon
16.6,57.0,16.5,29.41,83.4,6.84,60.43,mungbean
101.9,28.4,35.3,22.54,50.45,6.49,164.16,coffee
28.7,53.2,27.0,24.07,64.29,7.59,60.75,lentil
88.2,86.5,70.4,27.97,75.98,5.82,110.45,banana
23.1,134.8,205.8,17.24,85.61,7.27,119.25,apple
19.6,43.1,18.7,28.89,65.83,6.76,58.47,mothbeans
130.4,38.8,17.9,21.76,76.52,7.43,80.54,cotton
103.2,30.3,36.7,24.9,66.5,6.1,69.68,maize
66.0,58.5,35.8,22.81,79.11,6.28,200.87,jute
16.9,20.3,11.8,20.8,89.27,6.86,120.23,orange
22.3,70.9,25.1,16.83,19.67,5.91,86.24,kidneybeans
108.3,11.2,44.5,26.2,87.21,6.37,44.78,watermelon
24.9,53.7,18.4,30.2,87.29,5.94,42.09,mungbean
60.9,41.4,51.8,28.03,94.88,6.49,111.08,papaya
23.4,42.8,21.7,27.45,51.41,6.68,58.15,mothbeans
90.5,87.1,51.6,28.13,77.26,5.87,88.23,banana
27.1,53.3,76.1,18.77,17.06,7.53,102.31,chickpea
20.5,57.0,36.2,19.86,21.63,5.88,105.6,kidneybeans
72.1,50.2,46.2,22.72,72.65,6.68,257.67,rice
20.6,11.5,26.7,26.44,94.75,5.56,196.53,coconut
99.8,32.4,36.4,21.63,52.76,6.48,163.99,coffee
71.7,33.2,19.7,20.92,72.75,7.05,64.91,maize
78.3,12.8,39.6,29.42,90.84,6.09,20.52,muskmelon
110.8,20.9,44.0,27.79,95.89,5.91,21.41,muskmelon
19.0,150.0,187.0,21.6,92.1,6.15,128.54,apple
20.6,21.2,34.6,33.47,68.45,5.01,89.82,mango
24.2,14.0,17.4,24.86,93.45,6.53,151.4,coconut
150.0,59.4,31.4,24.86,76.54,6.65,75.32,cotton
18.0,17.7,46.2,16.12,91.06,6.1,96.21,pomegranate
25.0,53.4,29.7,26.3,80.72,7.0,49.07,mungbean
93.5,70.9,43.4,27.93,79.92,5.91,128.54,banana
14.9,16.3,11.1,19.27,91.24,6.99,107.04,orange
32.2,60.2,79.5,21.78,18.35,7.66,74.99,chickpea
25.8,22.9,7.6,26.55,90.04,7.91,144.02,orange
25.5,16.1,25.9,29.01,97.28,6.33,144.69,coconut
10.6,30.4,17.8,31.48,38.6,5.55,68.68,mango
86.0,50.9,19.7,27.38,80.32,7.06,155.46,jute
44.8,51.0,17.1,27.68,63.31,7.54,54.54,blackgram
22.6,141.1,177.6,22.6,97.83,6.4,120.7,apple
116.9,75.8,64.6,25.7,83.2,6.45,80.75,banana
78.3,29.2,24.9,28.23,40.54,7.21,157.16,coffee
116.7,28.2,21.4,29.06,55.68,6.46,141.36,coffee
20.8,50.8,28.1,28.71,51.43,5.95,132.1,pigeonpeas
96.4,18.0,63.5,27.26,91.09,6.75,36.47,muskmelon
102.8,23.9,37.5,25.3,53.88,6.7,132.91,coffee
18.2,68.5,18.3,27.82,25.15,5.88,107.96,kidneybeans
41.6,58.9,70.6,20.78,15.95,7.5,101.65,chickpea
16.5,8.6,4.1,22.06,90.84,7.64,104.58,orange
80.1,39.9,22.6,25.72,83.13,7.19,109.33,jute
104.3,23.6,63.7,26.15,79.46,6.93,59.19,watermelon
23.0,16.5,37.8,21.27,91.44,7.28,91.49,pomegranate
19.7,4.9,9.9,22.39,91.11,5.98,121.03,orange
19.4,137.3,210.0,23.78,82.15,5.93,74.35,grapes
113.0,12.8,45.4,28.16,90.16,5.65,24.16,muskmelon
41.1,65.8,26.5,28.54,61.23,7.09,71.61,blackgram
25.3,49.3,16.9,26.74,81.66,6.54,39.85,mungbean
55.9,53.3,63.2,31.0,92.0,7.44,108.61,papaya
41.0,55.3,86.6,21.15,15.24,6.85,80.38,chickpea
10.2,22.4,28.5,22.38,93.68,5.87,178.57,coconut
23.7,19.4,31.4,31.46,38.32,5.91,105.52,mango
53.1,69.6,73.2,26.24,16.42,6.89,70.91,chickpea
105.7,16.0,46.2,26.29,83.47,6.21,27.53,watermelon
124.0,21.5,63.7,24.6,85.5,5.77,52.31,watermelon
51.4,55.0,44.7,29.24,94.95,6.8,128.49,papaya
83.6,34.4,61.2,27.63,82.39,6.51,232.25,rice
27.4,70.3,12.7,26.16,73.86,7.38,91.04,blackgram
87.6,42.0,23.4,25.5,76.69,7.48,58.74,maize
